5,0.23403,4.45543,2.4972,0.0526455392051
6,0.23403,4.45543,2.4972,0.325453565595
7,0.23403,4.45543,2.4972,0.907520137602
5,0.172707,3.53642,2.44162,0.0487433441271
6,0.172707,3.53642,2.44162,0.320412107634
7,0.172707,3.53642,2.44162,0.735664925303
5,0.686068,11.25251,6.80253,0.107736097948
6,0.686068,11.25251,6.80253,0.560272622581
7,0.686068,11.25251,6.80253,2.17831774947
5,0.349898,4.82084,4.14331,0.0610622397998
6,0.349898,4.82084,4.14331,0.450272173669
7,0.349898,4.82084,4.14331,1.45760823466
5,0.344895,4.80529,4.08045,0.0654037002196
6,0.344895,4.80529,4.08045,0.423289983625
7,0.344895,4.80529,4.08045,1.48157598528
5,0.34259,4.7727,4.04921,0.0501383795547
6,0.34259,4.7727,4.04921,0.423701677536
7,0.34259,4.7727,4.04921,1.47982991084
5,0.341167,4.74458,4.0168,0.068120149238
6,0.341167,4.74458,4.0168,0.426176693345
7,0.341167,4.74458,4.0168,1.49623693816
5,0.336251,4.73097,3.9715,0.0548131944701
6,0.336251,4.73097,3.9715,0.429180075591
7,0.336251,4.73097,3.9715,1.50198445493
5,0.334151,4.70447,3.94356,0.0602229542003
6,0.334151,4.70447,3.94356,0.421101839686
7,0.334151,4.70447,3.94356,1.4554171703
5,0.33344,4.69665,3.92184,0.0605657634098
6,0.33344,4.69665,3.92184,0.447321400607
7,0.33344,4.69665,3.92184,1.47966850844
6,0.48626,6.22728,4.0515,0.20852203307
7,0.48626,6.22728,4.0515,1.21216964316
5,0.20007,4.33176,3.82431,0.0772458198248
6,0.20007,4.33176,3.82431,0.425024409139
7,0.20007,4.33176,3.82431,1.2376654383
5,0.545974,5.07969,4.03039,0.0485530975816
6,0.545974,5.07969,4.03039,0.5360034167
7,0.545974,5.07969,4.03039,1.69696387651
6,0.369289,6.86398,6.10482,0.536892092412
7,0.369289,6.86398,6.10482,2.00452764647
5,0.257933,4.47083,3.0099,0.0452697582333
6,0.257933,4.47083,3.0099,0.324381236725
7,0.257933,4.47083,3.0099,1.31147217873
6,0.203748,3.96462,2.41854,0.23982533629
7,0.203748,3.96462,2.41854,0.948636007191
6,0.333235,5.47565,4.20451,0.363869009784
7,0.333235,5.47565,4.20451,1.57468814696
5,0.294751,5.10081,3.73403,0.0384223495178
6,0.294751,5.10081,3.73403,0.252321699889
7,0.294751,5.10081,3.73403,1.00017192487
5,0.626854,8.25776,7.0307,0.0664084958141
6,0.626854,8.25776,7.0307,0.410413069819
7,0.626854,8.25776,7.0307,1.87661968488
6,0.190058,5.6669,4.60638,0.224006108583
7,0.190058,5.6669,4.60638,1.09480757206
5,0.509555,6.0825,3.7902,0.112111556357
6,0.509555,6.0825,3.7902,0.753335272495
7,0.509555,6.0825,3.7902,2.1980810788
5,0.598774,7.1439,4.65537,0.067443278161
6,0.598774,7.1439,4.65537,0.585838375727
7,0.598774,7.1439,4.65537,2.07332226146
5,0.489244,5.20085,3.89327,0.107766061915
6,0.489244,5.20085,3.89327,0.708309313164
7,0.489244,5.20085,3.89327,1.904147196
5,0.483839,5.20115,3.94888,0.140122881835
6,0.483839,5.20115,3.94888,0.738108730838
7,0.483839,5.20115,3.94888,1.97307624847
6,0.0477272,4.00255,2.78217,0.250422376607
7,0.0477272,4.00255,2.78217,0.77708787074
5,0.454051,4.91034,3.57647,0.113813530751
6,0.454051,4.91034,3.57647,0.683801499039
7,0.454051,4.91034,3.57647,1.81020395739
5,0.685888,8.42183,5.53552,0.0500172735481
6,0.685888,8.42183,5.53552,0.471964200335
7,0.685888,8.42183,5.53552,2.00285654245
5,0.524451,7.43814,4.98761,0.0697542767352
6,0.524451,7.43814,4.98761,0.601285135264
7,0.524451,7.43814,4.98761,2.062608439
5,0.369336,6.47918,4.30437,0.0349684147496
6,0.369336,6.47918,4.30437,0.417604883717
7,0.369336,6.47918,4.30437,1.70644940468
6,0.828876,15.55627,9.00897,0.299665970535
7,0.828876,15.55627,9.00897,1.67442255611
5,0.774208,11.50806,7.82539,0.0358651336427
6,0.774208,11.50806,7.82539,0.322947824205
7,0.774208,11.50806,7.82539,1.74093987765
5,0.300425,5.192,4.5372,0.106903533149
6,0.300425,5.192,4.5372,0.667458794114
7,0.300425,5.192,4.5372,1.80012971576
6,0.131845,3.98886,3.26186,0.354025718556
7,0.131845,3.98886,3.26186,0.759530695268
6,0.127616,3.92375,3.37529,0.199339226271
7,0.127616,3.92375,3.37529,0.57426172783
5,0.117445,3.98905,3.05346,0.0271442720391
6,0.117445,3.98905,3.05346,0.128446564112
7,0.117445,3.98905,3.05346,0.174346188859
6,0.219764,4.54949,3.31507,0.432110506215
7,0.219764,4.54949,3.31507,1.32178444944
5,0.702066,12.29205,5.40077,0.0492090324017
6,0.702066,12.29205,5.40077,0.424457670278
7,0.702066,12.29205,5.40077,1.76920195552
5,0.883535,22.82164,13.49014,0.0885291422066
6,0.883535,22.82164,13.49014,0.163200980097
7,0.883535,22.82164,13.49014,1.26860429238
5,0.887154,21.62414,10.92309,0.0240624720569
6,0.887154,21.62414,10.92309,0.263415315576
